	Rhodotorula_mucilaginosa_CHIFNET_18NJ590.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00000629	5	1	6	1.0	multi-copy
GF00000630	5	1	6	1.0	multi-copy
GF00000631	5	1	6	1.0	multi-copy
GF00000632	4	2	6	1.0	multi-copy
GF00000633	4	2	6	1.0	multi-copy
GF00000634	4	2	6	1.0	multi-copy
GF00000635	5	1	6	1.0	multi-copy
GF00000636	4	2	6	1.0	multi-copy
GF00000637	5	1	6	1.0	multi-copy
GF00000638	4	2	6	1.0	multi-copy
GF00000639	4	2	6	1.0	multi-copy
GF00000640	4	2	6	1.0	multi-copy
GF00000641	4	2	6	1.0	multi-copy
GF00000642	5	1	6	1.0	multi-copy
GF00000643	4	2	6	1.0	multi-copy
GF00000644	4	2	6	1.0	multi-copy
GF00000645	4	2	6	1.0	multi-copy
GF00000646	4	2	6	1.0	multi-copy
GF00000647	5	1	6	1.0	multi-copy
GF00000648	5	1	6	1.0	multi-copy
GF00000649	5	1	6	1.0	multi-copy
GF00000650	4	2	6	1.0	multi-copy
GF00000651	4	2	6	1.0	multi-copy
GF00000652	5	1	6	1.0	multi-copy
GF00000653	5	1	6	1.0	multi-copy
GF00000654	4	2	6	1.0	multi-copy
GF00000655	4	2	6	1.0	multi-copy
GF00000656	4	2	6	1.0	multi-copy
GF00000657	4	2	6	1.0	multi-copy
GF00000658	4	2	6	1.0	multi-copy
GF00000659	4	2	6	1.0	multi-copy
GF00000660	4	2	6	1.0	multi-copy
GF00000661	4	2	6	1.0	multi-copy
GF00000662	4	2	6	1.0	multi-copy
GF00000663	5	1	6	1.0	multi-copy
GF00000664	4	2	6	1.0	multi-copy
GF00000665	4	2	6	1.0	multi-copy
GF00000666	4	2	6	1.0	multi-copy
GF00000667	4	2	6	1.0	multi-copy
GF00000668	4	2	6	1.0	multi-copy
GF00000669	4	2	6	1.0	multi-copy
GF00000670	4	2	6	1.0	multi-copy
GF00000671	4	2	6	1.0	multi-copy
GF00000672	4	2	6	1.0	multi-copy
GF00000673	4	2	6	1.0	multi-copy
GF00000674	3	3	6	1.0	multi-copy
GF00000675	4	2	6	1.0	multi-copy
GF00000676	4	2	6	1.0	multi-copy
GF00000677	4	2	6	1.0	multi-copy
GF00000678	4	2	6	1.0	multi-copy
GF00000679	4	2	6	1.0	multi-copy
GF00000680	4	2	6	1.0	multi-copy
GF00000681	5	1	6	1.0	multi-copy
GF00000682	4	2	6	1.0	multi-copy
GF00000683	4	2	6	1.0	multi-copy
GF00000684	4	2	6	1.0	multi-copy
GF00000685	4	2	6	1.0	multi-copy
GF00000686	4	2	6	1.0	multi-copy
GF00000687	4	2	6	1.0	multi-copy
GF00000688	4	2	6	1.0	multi-copy
GF00000689	5	1	6	1.0	multi-copy
GF00000690	5	1	6	1.0	multi-copy
GF00000691	4	2	6	1.0	multi-copy
GF00000692	5	1	6	1.0	multi-copy
GF00000693	5	1	6	1.0	multi-copy
GF00000694	5	1	6	1.0	multi-copy
GF00000695	5	1	6	1.0	multi-copy
GF00000696	5	1	6	1.0	multi-copy
GF00000697	5	1	6	1.0	multi-copy
GF00000698	5	1	6	1.0	multi-copy
GF00000699	5	1	6	1.0	multi-copy
GF00000700	5	1	6	1.0	multi-copy
GF00000701	5	1	6	1.0	multi-copy
GF00000702	5	1	6	1.0	multi-copy
GF00000703	5	1	6	1.0	multi-copy
GF00000704	4	2	6	1.0	multi-copy
GF00000705	4	2	6	1.0	multi-copy
GF00000706	4	2	6	1.0	multi-copy
GF00000707	4	2	6	1.0	multi-copy
GF00000708	4	2	6	1.0	multi-copy
GF00000709	4	2	6	1.0	multi-copy
GF00000710	4	2	6	1.0	multi-copy
GF00000711	4	2	6	1.0	multi-copy
GF00000712	4	2	6	1.0	multi-copy
GF00000713	4	2	6	1.0	multi-copy
GF00000714	4	2	6	1.0	multi-copy
GF00000715	4	2	6	1.0	multi-copy
GF00000716	4	2	6	1.0	multi-copy
GF00000717	4	2	6	1.0	multi-copy
GF00000718	4	2	6	1.0	multi-copy
GF00000719	5	1	6	1.0	multi-copy
GF00000720	5	1	6	1.0	multi-copy
GF00000721	5	1	6	1.0	multi-copy
GF00000722	4	2	6	1.0	multi-copy
GF00000723	4	2	6	1.0	multi-copy
GF00000724	4	2	6	1.0	multi-copy
GF00000725	4	2	6	1.0	multi-copy
GF00000726	4	2	6	1.0	multi-copy
GF00000727	4	2	6	1.0	multi-copy
GF00000728	4	2	6	1.0	multi-copy
GF00000729	4	2	6	1.0	multi-copy
GF00000730	4	2	6	1.0	multi-copy
GF00000731	4	2	6	1.0	multi-copy
GF00000732	4	2	6	1.0	multi-copy
GF00000733	4	2	6	1.0	multi-copy
GF00000734	5	1	6	1.0	multi-copy
GF00000735	5	1	6	1.0	multi-copy
GF00000736	5	1	6	1.0	multi-copy
GF00000737	4	2	6	1.0	multi-copy
GF00000738	4	2	6	1.0	multi-copy
GF00000739	4	2	6	1.0	multi-copy
GF00000740	4	2	6	1.0	multi-copy
GF00000741	4	2	6	1.0	multi-copy
GF00000742	4	2	6	1.0	multi-copy
GF00000743	4	2	6	1.0	multi-copy
GF00000744	4	2	6	1.0	multi-copy
GF00000745	4	2	6	1.0	multi-copy
GF00000746	4	2	6	1.0	multi-copy
GF00000747	4	2	6	1.0	multi-copy
GF00000748	5	1	6	1.0	multi-copy
GF00000749	4	2	6	1.0	multi-copy
GF00000750	4	2	6	1.0	multi-copy
GF00000751	4	2	6	1.0	multi-copy
GF00000752	4	2	6	1.0	multi-copy
GF00000753	4	2	6	1.0	multi-copy
GF00000754	4	2	6	1.0	multi-copy
GF00000755	5	1	6	1.0	multi-copy
GF00000756	4	2	6	1.0	multi-copy
GF00000757	5	1	6	1.0	multi-copy
GF00000758	5	1	6	1.0	multi-copy
GF00000759	5	1	6	1.0	multi-copy
GF00000760	5	1	6	1.0	multi-copy
GF00000761	4	2	6	1.0	multi-copy
GF00000762	4	2	6	1.0	multi-copy
GF00000763	4	2	6	1.0	multi-copy
GF00000764	4	2	6	1.0	multi-copy
GF00000765	4	2	6	1.0	multi-copy
GF00000766	4	2	6	1.0	multi-copy
GF00000767	4	2	6	1.0	multi-copy
GF00000768	4	2	6	1.0	multi-copy
GF00000769	4	2	6	1.0	multi-copy
GF00000770	4	2	6	1.0	multi-copy
GF00000771	5	1	6	1.0	multi-copy
GF00000772	4	2	6	1.0	multi-copy
GF00000773	4	2	6	1.0	multi-copy
GF00000774	4	2	6	1.0	multi-copy
GF00000775	4	2	6	1.0	multi-copy
GF00000776	4	2	6	1.0	multi-copy
GF00000777	4	2	6	1.0	multi-copy
GF00000778	4	2	6	1.0	multi-copy
GF00000779	4	2	6	1.0	multi-copy
GF00000780	4	2	6	1.0	multi-copy
GF00000781	4	2	6	1.0	multi-copy
GF00000782	3	3	6	1.0	multi-copy
GF00000783	4	2	6	1.0	multi-copy
GF00000784	4	2	6	1.0	multi-copy
GF00000785	4	2	6	1.0	multi-copy
GF00000786	4	2	6	1.0	multi-copy
GF00000787	4	2	6	1.0	multi-copy
GF00000788	4	2	6	1.0	multi-copy
GF00000789	4	2	6	1.0	multi-copy
GF00000790	5	1	6	1.0	multi-copy
GF00000791	5	1	6	1.0	multi-copy
GF00000792	5	1	6	1.0	multi-copy
GF00000793	4	2	6	1.0	multi-copy
GF00000794	5	1	6	1.0	multi-copy
GF00000795	5	1	6	1.0	multi-copy
GF00000796	5	1	6	1.0	multi-copy
GF00000797	4	2	6	1.0	multi-copy
GF00000798	4	2	6	1.0	multi-copy
GF00000799	4	2	6	1.0	multi-copy
GF00000800	4	2	6	1.0	multi-copy
GF00000801	4	2	6	1.0	multi-copy
GF00000802	4	2	6	1.0	multi-copy
GF00000803	4	2	6	1.0	multi-copy
GF00000804	4	2	6	1.0	multi-copy
GF00000805	4	2	6	1.0	multi-copy
GF00000806	4	2	6	1.0	multi-copy
GF00000807	4	2	6	1.0	multi-copy
GF00000808	4	2	6	1.0	multi-copy
GF00000809	4	2	6	1.0	multi-copy
GF00000810	4	2	6	1.0	multi-copy
GF00000811	5	1	6	1.0	multi-copy
GF00000812	5	1	6	1.0	multi-copy
GF00000813	5	1	6	1.0	multi-copy
GF00000814	4	2	6	1.0	multi-copy
GF00000815	4	2	6	1.0	multi-copy
GF00000816	4	2	6	1.0	multi-copy
GF00000817	4	2	6	1.0	multi-copy
GF00000818	4	2	6	1.0	multi-copy
GF00000819	4	2	6	1.0	multi-copy
GF00000820	5	1	6	1.0	multi-copy
GF00000821	5	1	6	1.0	multi-copy
GF00000822	5	1	6	1.0	multi-copy
GF00000823	4	2	6	1.0	multi-copy
GF00000824	4	2	6	1.0	multi-copy
GF00000825	4	2	6	1.0	multi-copy
GF00000826	5	1	6	1.0	multi-copy
GF00000827	5	1	6	1.0	multi-copy
GF00000828	4	2	6	1.0	multi-copy
GF00000829	4	2	6	1.0	multi-copy
GF00000830	4	2	6	1.0	multi-copy
GF00000831	4	2	6	1.0	multi-copy
GF00000832	4	2	6	1.0	multi-copy
GF00000833	4	2	6	1.0	multi-copy
GF00000834	5	1	6	1.0	multi-copy
GF00000835	5	1	6	1.0	multi-copy
GF00000836	4	2	6	1.0	multi-copy
GF00000837	3	3	6	1.0	multi-copy
GF00000838	4	2	6	1.0	multi-copy
GF00000839	5	1	6	1.0	multi-copy
GF00000840	5	1	6	1.0	multi-copy
GF00000841	5	1	6	1.0	multi-copy
GF00000842	5	1	6	1.0	multi-copy
GF00000843	3	3	6	1.0	multi-copy
GF00000844	4	2	6	1.0	multi-copy
GF00000845	4	2	6	1.0	multi-copy
GF00000846	4	2	6	1.0	multi-copy
GF00000847	5	1	6	1.0	multi-copy
GF00000848	4	2	6	1.0	multi-copy
GF00000849	5	1	6	1.0	multi-copy
GF00000850	5	1	6	1.0	multi-copy
GF00000851	5	1	6	1.0	multi-copy
GF00000852	5	1	6	1.0	multi-copy
GF00000853	5	1	6	1.0	multi-copy
GF00000854	4	2	6	1.0	multi-copy
GF00000855	5	1	6	1.0	multi-copy
GF00000856	5	1	6	1.0	multi-copy
GF00000857	4	2	6	1.0	multi-copy
GF00000858	4	2	6	1.0	multi-copy
GF00000859	4	2	6	1.0	multi-copy
GF00000860	5	1	6	1.0	multi-copy
GF00000861	4	2	6	1.0	multi-copy
GF00000862	5	1	6	1.0	multi-copy
GF00000863	3	3	6	1.0	multi-copy
GF00000864	4	2	6	1.0	multi-copy
GF00000865	4	2	6	1.0	multi-copy
GF00000866	5	1	6	1.0	multi-copy
GF00000867	5	1	6	1.0	multi-copy
GF00000868	5	1	6	1.0	multi-copy
GF00000869	5	1	6	1.0	multi-copy
GF00000870	4	2	6	1.0	multi-copy
GF00000871	5	1	6	1.0	multi-copy
GF00000872	5	1	6	1.0	multi-copy
GF00000873	5	1	6	1.0	multi-copy
GF00000874	3	3	6	1.0	multi-copy
GF00000875	5	1	6	1.0	multi-copy
GF00000876	5	1	6	1.0	multi-copy
GF00000877	5	1	6	1.0	multi-copy
GF00000878	5	1	6	1.0	multi-copy
GF00000879	4	2	6	1.0	multi-copy
GF00000880	5	1	6	1.0	multi-copy
GF00000881	5	1	6	1.0	multi-copy
GF00000882	5	1	6	1.0	multi-copy
GF00000883	4	2	6	1.0	multi-copy
GF00000884	5	1	6	1.0	multi-copy
GF00000885	5	1	6	1.0	multi-copy
GF00000886	5	1	6	1.0	multi-copy
GF00000887	5	1	6	1.0	multi-copy
GF00000888	4	2	6	1.0	multi-copy
GF00000889	5	1	6	1.0	multi-copy
GF00000890	5	1	6	1.0	multi-copy
GF00000891	5	1	6	1.0	multi-copy
GF00000892	3	3	6	1.0	multi-copy
GF00000893	3	2	5	1.0	multi-copy
GF00000894	4	1	5	1.0	multi-copy
GF00000895	4	1	5	1.0	multi-copy
GF00000896	4	1	5	1.0	multi-copy
GF00000897	4	1	5	1.0	multi-copy
GF00000898	4	1	5	1.0	multi-copy
GF00000899	4	1	5	1.0	multi-copy
GF00000900	4	1	5	1.0	multi-copy
GF00000901	4	1	5	1.0	multi-copy
GF00000902	4	1	5	1.0	multi-copy
GF00000903	4	1	5	1.0	multi-copy
GF00000904	4	1	5	1.0	multi-copy
GF00000905	4	1	5	1.0	multi-copy
GF00000906	4	1	5	1.0	multi-copy
GF00000907	4	1	5	1.0	multi-copy
GF00000908	2	3	5	1.0	multi-copy
GF00000909	4	1	5	1.0	multi-copy
GF00000910	4	1	5	1.0	multi-copy
GF00000911	4	1	5	1.0	multi-copy
GF00000912	3	2	5	1.0	multi-copy
GF00000913	4	1	5	1.0	multi-copy
GF00000914	4	1	5	1.0	multi-copy
GF00000915	4	1	5	1.0	multi-copy
GF00000916	4	1	5	1.0	multi-copy
GF00000917	4	1	5	1.0	multi-copy
GF00000918	4	1	5	1.0	multi-copy
GF00000919	4	1	5	1.0	multi-copy
GF00000920	4	1	5	1.0	multi-copy
GF00000921	4	1	5	1.0	multi-copy
GF00000922	4	1	5	1.0	multi-copy
GF00000923	4	1	5	1.0	multi-copy
GF00000924	4	1	5	1.0	multi-copy
GF00000925	4	1	5	1.0	multi-copy
GF00000926	4	1	5	1.0	multi-copy
GF00000927	4	1	5	1.0	multi-copy
GF00000928	4	1	5	1.0	multi-copy
GF00000929	4	1	5	1.0	multi-copy
GF00000930	4	1	5	1.0	multi-copy
GF00000931	4	1	5	1.0	multi-copy
GF00000932	4	1	5	1.0	multi-copy
GF00000933	4	1	5	1.0	multi-copy
GF00000934	4	1	5	1.0	multi-copy
GF00000935	4	1	5	1.0	multi-copy
GF00000936	4	1	5	1.0	multi-copy
GF00000937	4	1	5	1.0	multi-copy
GF00000938	4	1	5	1.0	multi-copy
GF00000939	4	1	5	1.0	multi-copy
GF00000940	4	1	5	1.0	multi-copy
GF00000941	4	1	5	1.0	multi-copy
GF00000942	4	1	5	1.0	multi-copy
GF00000943	4	1	5	1.0	multi-copy
GF00000944	4	1	5	1.0	multi-copy
GF00000945	4	1	5	1.0	multi-copy
GF00000946	4	1	5	1.0	multi-copy
GF00000947	4	1	5	1.0	multi-copy
GF00000948	4	1	5	1.0	multi-copy
GF00000949	3	2	5	1.0	multi-copy
GF00000950	3	2	5	1.0	multi-copy
GF00000951	3	2	5	1.0	multi-copy
GF00000952	3	2	5	1.0	multi-copy
GF00000953	3	2	5	1.0	multi-copy
GF00000954	3	2	5	1.0	multi-copy
GF00000955	4	1	5	1.0	multi-copy
GF00000956	4	1	5	1.0	multi-copy
GF00000957	4	1	5	1.0	multi-copy
GF00000958	4	1	5	1.0	multi-copy
GF00000959	4	1	5	1.0	multi-copy
GF00000960	4	1	5	1.0	multi-copy
GF00000961	4	1	5	1.0	multi-copy
GF00000962	4	1	5	1.0	multi-copy
GF00000963	4	1	5	1.0	multi-copy
GF00000964	3	2	5	1.0	multi-copy
GF00000965	4	1	5	1.0	multi-copy
GF00000966	4	1	5	1.0	multi-copy
GF00000967	4	1	5	1.0	multi-copy
GF00000968	4	1	5	1.0	multi-copy
GF00000969	4	1	5	1.0	multi-copy
GF00000970	3	2	5	1.0	multi-copy
GF00000971	4	1	5	1.0	multi-copy
GF00000972	4	1	5	1.0	multi-copy
GF00000973	4	1	5	1.0	multi-copy
GF00000974	4	1	5	1.0	multi-copy
GF00000975	4	1	5	1.0	multi-copy
GF00000976	4	1	5	1.0	multi-copy
GF00000977	4	1	5	1.0	multi-copy
GF00000978	4	1	5	1.0	multi-copy
GF00000979	4	1	5	1.0	multi-copy
GF00000980	4	1	5	1.0	multi-copy
GF00000981	4	1	5	1.0	multi-copy
GF00000982	4	1	5	1.0	multi-copy
GF00000983	4	1	5	1.0	multi-copy
GF00000984	4	1	5	1.0	multi-copy
GF00000985	4	1	5	1.0	multi-copy
GF00000986	4	1	5	1.0	multi-copy
GF00000987	4	1	5	1.0	multi-copy
GF00000988	4	1	5	1.0	multi-copy
GF00000989	4	1	5	1.0	multi-copy
GF00000990	4	1	5	1.0	multi-copy
GF00000991	4	1	5	1.0	multi-copy
GF00000992	4	1	5	1.0	multi-copy
GF00000993	4	1	5	1.0	multi-copy
GF00000994	4	1	5	1.0	multi-copy
GF00000995	4	1	5	1.0	multi-copy
GF00000996	4	1	5	1.0	multi-copy
GF00000997	4	1	5	1.0	multi-copy
GF00000998	4	1	5	1.0	multi-copy
GF00000999	4	1	5	1.0	multi-copy
GF00001000	4	1	5	1.0	multi-copy
GF00001001	4	1	5	1.0	multi-copy
GF00001002	4	1	5	1.0	multi-copy
GF00001003	4	1	5	1.0	multi-copy
GF00001004	4	1	5	1.0	multi-copy
GF00001005	3	2	5	1.0	multi-copy
GF00001006	3	2	5	1.0	multi-copy
GF00001007	3	2	5	1.0	multi-copy
GF00001008	4	1	5	1.0	multi-copy
GF00001009	4	1	5	1.0	multi-copy
GF00001010	4	1	5	1.0	multi-copy
GF00001011	4	1	5	1.0	multi-copy
GF00001012	3	2	5	1.0	multi-copy
GF00001013	4	1	5	1.0	multi-copy
GF00001014	4	1	5	1.0	multi-copy
GF00001015	4	1	5	1.0	multi-copy
GF00001016	3	2	5	1.0	multi-copy
GF00001017	4	1	5	1.0	multi-copy
GF00001018	3	2	5	1.0	multi-copy
GF00001019	3	2	5	1.0	multi-copy
GF00001020	3	2	5	1.0	multi-copy
GF00001021	3	2	5	1.0	multi-copy
GF00001022	4	1	5	1.0	multi-copy
GF00001023	3	2	5	1.0	multi-copy
GF00001024	4	1	5	1.0	multi-copy
GF00001025	4	1	5	1.0	multi-copy
GF00001026	3	2	5	1.0	multi-copy
GF00001027	4	1	5	1.0	multi-copy
GF00001028	4	1	5	1.0	multi-copy
GF00001029	4	1	5	1.0	multi-copy
GF00001030	3	2	5	1.0	multi-copy
GF00001031	4	1	5	1.0	multi-copy
GF00001032	4	1	5	1.0	multi-copy
GF00001033	4	1	5	1.0	multi-copy
GF00001034	4	1	5	1.0	multi-copy
GF00001035	4	1	5	1.0	multi-copy
GF00001036	4	1	5	1.0	multi-copy
GF00001037	4	1	5	1.0	multi-copy
GF00001038	4	1	5	1.0	multi-copy
GF00001039	4	1	5	1.0	multi-copy
GF00001040	4	1	5	1.0	multi-copy
GF00001041	4	1	5	1.0	multi-copy
GF00001042	4	1	5	1.0	multi-copy
GF00001043	4	1	5	1.0	multi-copy
GF00001044	4	1	5	1.0	multi-copy
GF00001045	4	1	5	1.0	multi-copy
GF00001046	4	1	5	1.0	multi-copy
GF00001047	4	1	5	1.0	multi-copy
GF00001048	4	1	5	1.0	multi-copy
GF00001049	4	1	5	1.0	multi-copy
GF00001050	4	1	5	1.0	multi-copy
GF00001051	3	2	5	1.0	multi-copy
GF00001052	3	2	5	1.0	multi-copy
GF00001053	4	1	5	1.0	multi-copy
GF00001054	3	2	5	1.0	multi-copy
GF00001055	3	2	5	1.0	multi-copy
GF00001056	4	1	5	1.0	multi-copy
GF00001057	4	1	5	1.0	multi-copy
GF00001058	4	1	5	1.0	multi-copy
GF00001059	4	1	5	1.0	multi-copy
GF00001060	4	1	5	1.0	multi-copy
GF00001061	4	1	5	1.0	multi-copy
GF00001062	4	1	5	1.0	multi-copy
GF00001063	4	1	5	1.0	multi-copy
GF00001064	4	1	5	1.0	multi-copy
GF00001065	4	1	5	1.0	multi-copy
GF00001066	4	1	5	1.0	multi-copy
GF00001067	4	1	5	1.0	multi-copy
GF00001068	4	1	5	1.0	multi-copy
GF00001069	4	1	5	1.0	multi-copy
GF00001070	4	1	5	1.0	multi-copy
GF00001071	3	2	5	1.0	multi-copy
GF00001072	3	2	5	1.0	multi-copy
GF00001073	4	1	5	1.0	multi-copy
GF00001074	4	1	5	1.0	multi-copy
GF00001075	4	1	5	1.0	multi-copy
GF00001076	4	1	5	1.0	multi-copy
GF00001077	4	1	5	1.0	multi-copy
GF00001078	4	1	5	1.0	multi-copy
GF00001079	4	1	5	1.0	multi-copy
GF00001080	4	1	5	1.0	multi-copy
GF00001081	4	1	5	1.0	multi-copy
GF00001082	4	1	5	1.0	multi-copy
GF00001083	3	2	5	1.0	multi-copy
GF00001084	4	1	5	1.0	multi-copy
GF00001085	3	2	5	1.0	multi-copy
GF00001086	4	1	5	1.0	multi-copy
GF00001087	3	2	5	1.0	multi-copy
GF00001088	4	1	5	1.0	multi-copy
GF00001089	3	2	5	1.0	multi-copy
GF00001090	4	1	5	1.0	multi-copy
GF00001091	3	2	5	1.0	multi-copy
GF00001092	3	2	5	1.0	multi-copy
GF00001093	3	2	5	1.0	multi-copy
GF00001094	3	2	5	1.0	multi-copy
GF00001095	3	2	5	1.0	multi-copy
GF00001096	4	1	5	1.0	multi-copy
GF00001097	4	1	5	1.0	multi-copy
GF00001098	4	1	5	1.0	multi-copy
GF00001099	4	1	5	1.0	multi-copy
GF00001100	4	1	5	1.0	multi-copy
GF00001101	4	1	5	1.0	multi-copy
GF00001102	4	1	5	1.0	multi-copy
GF00001103	4	1	5	1.0	multi-copy
GF00001104	4	1	5	1.0	multi-copy
GF00001105	4	1	5	1.0	multi-copy
GF00001106	4	1	5	1.0	multi-copy
GF00001107	4	1	5	1.0	multi-copy
GF00001108	4	1	5	1.0	multi-copy
GF00001109	3	2	5	1.0	multi-copy
GF00001110	3	2	5	1.0	multi-copy
GF00001111	3	2	5	1.0	multi-copy
GF00001112	3	2	5	1.0	multi-copy
GF00001113	3	2	5	1.0	multi-copy
GF00001114	3	2	5	1.0	multi-copy
GF00001115	3	2	5	1.0	multi-copy
GF00001116	3	2	5	1.0	multi-copy
GF00001117	3	2	5	1.0	multi-copy
GF00001118	3	2	5	1.0	multi-copy
GF00001119	3	2	5	1.0	multi-copy
GF00001120	3	2	5	1.0	multi-copy
GF00001121	3	2	5	1.0	multi-copy
GF00001122	4	1	5	1.0	multi-copy
GF00001123	4	1	5	1.0	multi-copy
GF00001124	3	2	5	1.0	multi-copy
GF00001125	3	2	5	1.0	multi-copy
GF00001126	3	2	5	1.0	multi-copy
GF00001127	3	2	5	1.0	multi-copy
GF00001128	4	1	5	1.0	multi-copy
GF00001129	4	1	5	1.0	multi-copy
GF00001130	4	1	5	1.0	multi-copy
GF00001131	4	1	5	1.0	multi-copy
GF00001132	3	2	5	1.0	multi-copy
GF00001133	4	1	5	1.0	multi-copy
GF00001134	3	2	5	1.0	multi-copy
GF00001135	4	1	5	1.0	multi-copy
GF00001136	3	2	5	1.0	multi-copy
GF00001137	4	1	5	1.0	multi-copy
GF00001138	4	1	5	1.0	multi-copy
GF00001139	4	1	5	1.0	multi-copy
GF00001140	4	1	5	1.0	multi-copy
GF00001141	4	1	5	1.0	multi-copy
GF00001142	4	1	5	1.0	multi-copy
GF00001143	4	1	5	1.0	multi-copy
GF00001144	4	1	5	1.0	multi-copy
GF00001145	4	1	5	1.0	multi-copy
GF00001146	4	1	5	1.0	multi-copy
GF00001147	4	1	5	1.0	multi-copy
GF00001148	4	1	5	1.0	multi-copy
GF00001149	4	1	5	1.0	multi-copy
GF00001150	4	1	5	1.0	multi-copy
GF00001151	4	1	5	1.0	multi-copy
GF00001152	4	1	5	1.0	multi-copy
GF00001153	3	2	5	1.0	multi-copy
GF00001154	3	2	5	1.0	multi-copy
GF00001155	3	2	5	1.0	multi-copy
GF00001156	4	1	5	1.0	multi-copy
GF00001157	3	2	5	1.0	multi-copy
GF00001158	3	2	5	1.0	multi-copy
GF00001159	3	2	5	1.0	multi-copy
GF00001160	3	2	5	1.0	multi-copy
GF00001161	3	2	5	1.0	multi-copy
GF00001162	2	3	5	1.0	multi-copy
GF00001163	3	2	5	1.0	multi-copy
GF00001164	4	1	5	1.0	multi-copy
GF00001165	3	2	5	1.0	multi-copy
GF00001166	3	2	5	1.0	multi-copy
GF00001167	4	1	5	1.0	multi-copy
GF00001168	4	1	5	1.0	multi-copy
GF00001169	4	1	5	1.0	multi-copy
GF00001170	4	1	5	1.0	multi-copy
GF00001171	4	1	5	1.0	multi-copy
GF00001172	4	1	5	1.0	multi-copy
GF00001173	3	2	5	1.0	multi-copy
GF00001174	3	2	5	1.0	multi-copy
GF00001175	4	1	5	1.0	multi-copy
GF00001176	4	1	5	1.0	multi-copy
GF00001177	4	1	5	1.0	multi-copy
GF00001178	4	1	5	1.0	multi-copy
GF00001179	4	1	5	1.0	multi-copy
GF00001180	4	1	5	1.0	multi-copy
GF00001181	4	1	5	1.0	multi-copy
GF00001182	4	1	5	1.0	multi-copy
GF00001183	4	1	5	1.0	multi-copy
GF00001184	4	1	5	1.0	multi-copy
GF00001185	3	2	5	1.0	multi-copy
GF00001186	3	2	5	1.0	multi-copy
GF00001187	3	2	5	1.0	multi-copy
GF00001188	3	2	5	1.0	multi-copy
GF00001189	4	1	5	1.0	multi-copy
GF00001190	4	1	5	1.0	multi-copy
GF00001191	4	1	5	1.0	multi-copy
GF00001192	4	1	5	1.0	multi-copy
GF00001193	4	1	5	1.0	multi-copy
GF00001194	4	1	5	1.0	multi-copy
GF00001195	4	1	5	1.0	multi-copy
GF00001196	3	2	5	1.0	multi-copy
GF00001197	3	2	5	1.0	multi-copy
GF00001198	4	1	5	1.0	multi-copy
GF00001199	4	1	5	1.0	multi-copy
GF00001200	4	1	5	1.0	multi-copy
GF00001201	4	1	5	1.0	multi-copy
GF00001202	4	1	5	1.0	multi-copy
GF00001203	4	1	5	1.0	multi-copy
GF00001204	4	1	5	1.0	multi-copy
GF00001205	4	1	5	1.0	multi-copy
GF00001206	4	1	5	1.0	multi-copy
GF00001207	3	2	5	1.0	multi-copy
GF00001208	3	2	5	1.0	multi-copy
GF00001209	4	1	5	1.0	multi-copy
GF00001210	3	2	5	1.0	multi-copy
GF00001211	4	1	5	1.0	multi-copy
GF00001212	4	1	5	1.0	multi-copy
GF00001213	4	1	5	1.0	multi-copy
GF00001214	4	1	5	1.0	multi-copy
GF00001215	4	1	5	1.0	multi-copy
GF00001216	3	2	5	1.0	multi-copy
GF00001217	3	2	5	1.0	multi-copy
GF00001218	3	2	5	1.0	multi-copy
GF00001219	3	2	5	1.0	multi-copy
GF00001220	3	2	5	1.0	multi-copy
GF00001221	4	1	5	1.0	multi-copy
GF00001222	4	1	5	1.0	multi-copy
GF00001223	4	1	5	1.0	multi-copy
GF00001224	3	2	5	1.0	multi-copy
GF00001225	4	1	5	1.0	multi-copy
GF00001226	4	1	5	1.0	multi-copy
GF00001227	4	1	5	1.0	multi-copy
GF00001228	4	1	5	1.0	multi-copy
GF00001229	3	2	5	1.0	multi-copy
GF00001230	4	1	5	1.0	multi-copy
GF00001231	4	1	5	1.0	multi-copy
GF00001232	4	1	5	1.0	multi-copy
GF00001233	4	1	5	1.0	multi-copy
GF00001234	4	1	5	1.0	multi-copy
GF00001235	4	1	5	1.0	multi-copy
GF00001236	4	1	5	1.0	multi-copy
GF00001237	4	1	5	1.0	multi-copy
GF00001238	4	1	5	1.0	multi-copy
GF00001239	3	2	5	1.0	multi-copy
GF00001240	4	1	5	1.0	multi-copy
GF00001241	4	1	5	1.0	multi-copy
GF00001242	4	1	5	1.0	multi-copy
GF00001243	4	1	5	1.0	multi-copy
GF00001244	3	2	5	1.0	multi-copy
GF00001245	3	2	5	1.0	multi-copy
GF00001246	4	1	5	1.0	multi-copy
GF00001247	4	1	5	1.0	multi-copy
GF00001248	4	1	5	1.0	multi-copy
GF00001249	3	1	4	1.0	multi-copy
GF00001250	3	1	4	1.0	multi-copy
GF00001251	3	1	4	1.0	multi-copy
GF00001252	3	1	4	1.0	multi-copy
GF00001253	3	1	4	1.0	multi-copy
GF00001254	3	1	4	1.0	multi-copy
GF00001255	3	1	4	1.0	multi-copy
GF00001256	3	1	4	1.0	multi-copy
GF00001257	3	1	4	1.0	multi-copy
GF00001258	3	1	4	1.0	multi-copy
GF00001259	3	1	4	1.0	multi-copy
GF00001260	3	1	4	1.0	multi-copy
