	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa
GF00005617	TFCN17334Y5_005740-T1, TFCN17334Y5_004758-T1
GF00005618	TFCN17334Y5_005337-T1, TFCN17334Y5_011103-T1
GF00005619	TFCN17334Y5_009504-T1, TFCN17334Y5_014100-T1
GF00005620	TFCN17334Y5_002455-T1, TFCN17334Y5_013796-T1
GF00005621	TFCN17334Y5_006468-T1, TFCN17334Y5_012805-T1
GF00005622	TFCN17334Y5_002516-T1, TFCN17334Y5_008245-T1
GF00005623	TFCN17334Y5_012057-T1, TFCN17334Y5_007141-T1
GF00005624	TFCN17334Y5_001875-T1, TFCN17334Y5_001197-T1
GF00005625	TFCN17334Y5_006266-T1, TFCN17334Y5_009859-T1
GF00005626	TFCN17334Y5_011251-T1, TFCN17334Y5_005987-T1
GF00005627	TFCN17334Y5_007297-T1, TFCN17334Y5_001521-T1
GF00005628	TFCN17334Y5_003507-T1, TFCN17334Y5_001271-T1
GF00005629	TFCN17334Y5_005530-T1, TFCN17334Y5_007963-T1
GF00005630	TFCN17334Y5_002810-T1, TFCN17334Y5_003308-T1
GF00005631	TFCN17334Y5_002706-T1, TFCN17334Y5_009338-T1
GF00005632	TFCN17334Y5_008575-T1, TFCN17334Y5_008510-T1
GF00005633	TFCN17334Y5_012814-T1, TFCN17334Y5_008236-T1
GF00005634	TFCN17334Y5_009479-T1, TFCN17334Y5_009548-T1
GF00005635	TFCN17334Y5_002396-T1, TFCN17334Y5_013687-T1
GF00005636	TFCN17334Y5_009721-T1, TFCN17334Y5_006517-T1
GF00005637	TFCN17334Y5_009971-T1, TFCN17334Y5_011167-T1
GF00005638	TFCN17334Y5_006071-T1, TFCN17334Y5_008927-T1
GF00005639	TFCN17334Y5_003827-T1, TFCN17334Y5_007016-T1
GF00005640	TFCN17334Y5_001694-T1, TFCN17334Y5_001025-T1
GF00005641	TFCN17334Y5_012118-T1, TFCN17334Y5_003754-T1
GF00005642	TFCN17334Y5_006137-T1, TFCN17334Y5_001567-T1
GF00005643	TFCN17334Y5_009160-T1, TFCN17334Y5_009796-T1
GF00005644	TFCN17334Y5_012066-T1, TFCN17334Y5_012912-T1
GF00005645	TFCN17334Y5_004739-T1, TFCN17334Y5_005721-T1
GF00005646	TFCN17334Y5_011746-T1, TFCN17334Y5_006847-T1
GF00005647	TFCN17334Y5_005162-T1, TFCN17334Y5_008825-T1
GF00005648	TFCN17334Y5_003103-T1, TFCN17334Y5_003129-T1
GF00005649	TFCN17334Y5_003309-T1, TFCN17334Y5_002812-T1
GF00005650	TFCN17334Y5_001709-T1, TFCN17334Y5_001040-T1
GF00005651	TFCN17334Y5_001601-T1, TFCN17334Y5_006172-T1
GF00005652	TFCN17334Y5_008594-T1, TFCN17334Y5_008490-T1
GF00005653	TFCN17334Y5_006387-T1, TFCN17334Y5_003627-T1
GF00005654	TFCN17334Y5_009876-T1, TFCN17334Y5_006249-T1
GF00005655	TFCN17334Y5_012524-T1, TFCN17334Y5_000509-T1
GF00005656	TFCN17334Y5_010742-T1, TFCN17334Y5_000822-T1
GF00005657	TFCN17334Y5_011392-T1, TFCN17334Y5_000982-T1
GF00005658	TFCN17334Y5_008068-T1, TFCN17334Y5_012483-T1
GF00005659	TFCN17334Y5_004038-T1, TFCN17334Y5_008019-T1
GF00005660	TFCN17334Y5_014273-T1, TFCN17334Y5_011834-T1
GF00005661	TFCN17334Y5_010084-T1, TFCN17334Y5_013735-T1
GF00005662	TFCN17334Y5_011811-T1, TFCN17334Y5_011859-T1
GF00005663	TFCN17334Y5_001056-T1, TFCN17334Y5_001725-T1
GF00005664	TFCN17334Y5_005422-T1, TFCN17334Y5_006303-T1
GF00005665	TFCN17334Y5_007261-T1, TFCN17334Y5_001486-T1
GF00005666	TFCN17334Y5_009564-T1, TFCN17334Y5_006732-T1
GF00005667	TFCN17334Y5_003088-T1, TFCN17334Y5_005658-T1
GF00005668	TFCN17334Y5_003036-T1, TFCN17334Y5_011598-T1
GF00005669	TFCN17334Y5_001224-T1, TFCN17334Y5_008721-T1
GF00005670	TFCN17334Y5_004121-T1, TFCN17334Y5_009585-T1
GF00005671	TFCN17334Y5_003151-T1, TFCN17334Y5_004941-T1
GF00005672	TFCN17334Y5_013951-T1, TFCN17334Y5_014495-T1
GF00005673	TFCN17334Y5_014203-T1, TFCN17334Y5_014089-T1
GF00005674	TFCN17334Y5_008863-T1, TFCN17334Y5_006127-T1
GF00005675	TFCN17334Y5_011655-T1, TFCN17334Y5_006563-T1
GF00005676	TFCN17334Y5_001604-T1, TFCN17334Y5_006169-T1
GF00005677	TFCN17334Y5_006896-T1, TFCN17334Y5_007564-T1
GF00005678	TFCN17334Y5_006961-T1, TFCN17334Y5_003887-T1
GF00005679	TFCN17334Y5_008416-T1, TFCN17334Y5_012998-T1
GF00005680	TFCN17334Y5_001324-T1, TFCN17334Y5_003458-T1
GF00005681	TFCN17334Y5_005018-T1, TFCN17334Y5_005241-T1
GF00005682	TFCN17334Y5_003774-T1, TFCN17334Y5_012098-T1
GF00005683	TFCN17334Y5_004589-T1, TFCN17334Y5_013331-T1
GF00005684	TFCN17334Y5_009714-T1, TFCN17334Y5_006510-T1
GF00005685	TFCN17334Y5_003478-T1, TFCN17334Y5_001301-T1
GF00005686	TFCN17334Y5_011584-T1, TFCN17334Y5_003051-T1
GF00005687	TFCN17334Y5_005991-T1, TFCN17334Y5_011247-T1
GF00005688	TFCN17334Y5_000688-T1, TFCN17334Y5_002292-T1
GF00005689	TFCN17334Y5_005469-T1, TFCN17334Y5_006788-T1
GF00005690	TFCN17334Y5_001680-T1, TFCN17334Y5_001010-T1
GF00005691	TFCN17334Y5_004508-T1, TFCN17334Y5_009246-T1
GF00005692	TFCN17334Y5_004680-T1, TFCN17334Y5_008519-T1
GF00005693	TFCN17334Y5_014444-T1, TFCN17334Y5_012702-T1
GF00005694	TFCN17334Y5_010769-T1, TFCN17334Y5_000850-T1
GF00005695	TFCN17334Y5_014186-T1, TFCN17334Y5_004245-T1
GF00005696	TFCN17334Y5_005621-T1, TFCN17334Y5_003105-T1
GF00005697	TFCN17334Y5_001442-T1, TFCN17334Y5_004867-T1
GF00005698	TFCN17334Y5_013303-T1, TFCN17334Y5_014027-T1
GF00005699	TFCN17334Y5_001666-T1, TFCN17334Y5_000997-T1
GF00005700	TFCN17334Y5_009226-T1, TFCN17334Y5_013767-T1
GF00005701	TFCN17334Y5_005638-T1, TFCN17334Y5_003123-T1
GF00005702	TFCN17334Y5_012337-T1, TFCN17334Y5_009076-T1
GF00005703	TFCN17334Y5_005041-T1, TFCN17334Y5_005261-T1
GF00005704	TFCN17334Y5_006837-T1, TFCN17334Y5_013420-T1
GF00005705	TFCN17334Y5_003751-T1, TFCN17334Y5_012121-T1
GF00005706	TFCN17334Y5_006660-T1, TFCN17334Y5_008774-T1
GF00005707	TFCN17334Y5_002884-T1, TFCN17334Y5_003381-T1
GF00005708	TFCN17334Y5_000787-T1, TFCN17334Y5_007492-T1
GF00005709	TFCN17334Y5_003688-T1, TFCN17334Y5_010337-T1
GF00005710	TFCN17334Y5_003014-T1, TFCN17334Y5_011017-T1
GF00005711	TFCN17334Y5_009505-T1, TFCN17334Y5_014099-T1
GF00005712	TFCN17334Y5_005214-T1, TFCN17334Y5_004987-T1
GF00005713	TFCN17334Y5_012911-T1, TFCN17334Y5_012065-T1
GF00005714	TFCN17334Y5_003029-T1, TFCN17334Y5_012378-T1
GF00005715	TFCN17334Y5_009481-T1, TFCN17334Y5_009550-T1
GF00005716	TFCN17334Y5_000279-T1, TFCN17334Y5_000636-T1
GF00005717	TFCN17334Y5_012214-T1, TFCN17334Y5_004272-T1
GF00005718	TFCN17334Y5_006015-T1, TFCN17334Y5_014009-T1
GF00005719	TFCN17334Y5_007099-T1, TFCN17334Y5_014161-T1
GF00005720	TFCN17334Y5_012916-T1, TFCN17334Y5_012453-T1
GF00005721	TFCN17334Y5_013760-T1, TFCN17334Y5_009233-T1
GF00005722	TFCN17334Y5_005006-T1, TFCN17334Y5_005230-T1
GF00005723	TFCN17334Y5_008054-T1, TFCN17334Y5_004054-T1
GF00005724	TFCN17334Y5_009847-T1, TFCN17334Y5_011506-T1
GF00005725	TFCN17334Y5_011083-T1, TFCN17334Y5_009425-T1
GF00005726	TFCN17334Y5_012578-T1, TFCN17334Y5_013584-T1
GF00005727	TFCN17334Y5_003353-T1, TFCN17334Y5_002853-T1
GF00005728	TFCN17334Y5_003630-T1, TFCN17334Y5_006390-T1
GF00005729	TFCN17334Y5_014179-T1, TFCN17334Y5_000152-T1
GF00005730	TFCN17334Y5_004240-T1, TFCN17334Y5_014191-T1
GF00005731	TFCN17334Y5_006904-T1, TFCN17334Y5_007556-T1
GF00005732	TFCN17334Y5_010434-T1, TFCN17334Y5_013966-T1
GF00005733	TFCN17334Y5_000505-T1, TFCN17334Y5_012520-T1
GF00005734	TFCN17334Y5_008877-T1, TFCN17334Y5_006114-T1
GF00005735	TFCN17334Y5_003345-T1, TFCN17334Y5_002843-T1
GF00005736	TFCN17334Y5_008387-T1, TFCN17334Y5_012882-T1
GF00005737	TFCN17334Y5_007863-T1, TFCN17334Y5_005305-T1
GF00005738	TFCN17334Y5_000695-T1, TFCN17334Y5_002285-T1
GF00005739	TFCN17334Y5_009053-T1, TFCN17334Y5_000479-T1
GF00005740	TFCN17334Y5_004407-T1, TFCN17334Y5_011450-T1
GF00005741	TFCN17334Y5_004302-T1, TFCN17334Y5_012240-T1
GF00005742	TFCN17334Y5_009240-T1, TFCN17334Y5_004514-T1
GF00005743	TFCN17334Y5_008288-T1, TFCN17334Y5_000913-T1
GF00005744	TFCN17334Y5_013041-T1, TFCN17334Y5_006582-T1
GF00005745	TFCN17334Y5_001058-T1, TFCN17334Y5_001727-T1
GF00005746	TFCN17334Y5_005937-T1, TFCN17334Y5_002582-T1
GF00005747	TFCN17334Y5_007461-T1, TFCN17334Y5_000820-T1
GF00005748	TFCN17334Y5_013672-T1, TFCN17334Y5_003234-T1
GF00005749	TFCN17334Y5_002325-T1, TFCN17334Y5_011763-T1
GF00005750	TFCN17334Y5_005634-T1, TFCN17334Y5_003119-T1
GF00005751	TFCN17334Y5_001102-T1, TFCN17334Y5_001772-T1
GF00005752	TFCN17334Y5_013530-T1, TFCN17334Y5_010994-T1
GF00005753	TFCN17334Y5_005138-T1, TFCN17334Y5_008801-T1
GF00005754	TFCN17334Y5_005462-T1, TFCN17334Y5_006780-T1
GF00005755	TFCN17334Y5_004573-T1, TFCN17334Y5_012763-T1
GF00005756	TFCN17334Y5_014258-T1, TFCN17334Y5_014523-T1
GF00005757	TFCN17334Y5_014047-T1, TFCN17334Y5_012035-T1
GF00005758	TFCN17334Y5_013988-T1, TFCN17334Y5_014323-T1
GF00005759	TFCN17334Y5_007037-T1, TFCN17334Y5_003807-T1
GF00005760	TFCN17334Y5_001385-T1, TFCN17334Y5_003398-T1
GF00005761	TFCN17334Y5_005820-T1, TFCN17334Y5_011719-T1
GF00005762	TFCN17334Y5_003042-T1, TFCN17334Y5_011592-T1
GF00005763	TFCN17334Y5_005117-T1, TFCN17334Y5_010197-T1
GF00005764	TFCN17334Y5_007875-T1, TFCN17334Y5_005377-T1
GF00005765	TFCN17334Y5_004948-T1, TFCN17334Y5_005177-T1
GF00005766	TFCN17334Y5_010249-T1, TFCN17334Y5_010803-T1
GF00005767	TFCN17334Y5_011661-T1, TFCN17334Y5_006556-T1
GF00005768	TFCN17334Y5_001673-T1, TFCN17334Y5_001004-T1
GF00005769	TFCN17334Y5_003292-T1, TFCN17334Y5_002794-T1
GF00005770	TFCN17334Y5_009670-T1, TFCN17334Y5_012744-T1
GF00005771	TFCN17334Y5_010605-T1, TFCN17334Y5_003903-T1
GF00005772	TFCN17334Y5_012357-T1, TFCN17334Y5_011007-T1
GF00005773	TFCN17334Y5_011280-T1, TFCN17334Y5_002415-T1
GF00005774	TFCN17334Y5_007195-T1, TFCN17334Y5_009268-T1
GF00005775	TFCN17334Y5_001606-T1, TFCN17334Y5_006167-T1
GF00005776	TFCN17334Y5_012545-T1, TFCN17334Y5_013728-T1
GF00005777	TFCN17334Y5_009427-T1, TFCN17334Y5_011081-T1
GF00005778	TFCN17334Y5_004096-T1, TFCN17334Y5_007915-T1
GF00005779	TFCN17334Y5_006747-T1, TFCN17334Y5_010262-T1
GF00005780	TFCN17334Y5_001829-T1, TFCN17334Y5_001156-T1
GF00005781	TFCN17334Y5_001450-T1, TFCN17334Y5_007222-T1
GF00005782	TFCN17334Y5_004559-T1, TFCN17334Y5_009375-T1
GF00005783	TFCN17334Y5_003384-T1, TFCN17334Y5_002887-T1
GF00005784	TFCN17334Y5_003482-T1, TFCN17334Y5_001297-T1
GF00005785	TFCN17334Y5_005674-T1, TFCN17334Y5_003070-T1
GF00005786	TFCN17334Y5_000239-T1, TFCN17334Y5_007449-T1
GF00005787	TFCN17334Y5_009913-T1, TFCN17334Y5_012269-T1
GF00005788	TFCN17334Y5_005876-T1, TFCN17334Y5_002637-T1
GF00005789	TFCN17334Y5_010409-T1, TFCN17334Y5_012622-T1
GF00005790	TFCN17334Y5_014366-T1, TFCN17334Y5_013298-T1
GF00005791	TFCN17334Y5_006176-T1, TFCN17334Y5_001598-T1
GF00005792	TFCN17334Y5_011116-T1, TFCN17334Y5_005324-T1
GF00005793	TFCN17334Y5_005990-T1, TFCN17334Y5_011248-T1
GF00005794	TFCN17334Y5_005014-T1, TFCN17334Y5_005238-T1
GF00005795	TFCN17334Y5_010125-T1, TFCN17334Y5_004219-T1
GF00005796	TFCN17334Y5_013229-T1, TFCN17334Y5_010180-T1
GF00005797	TFCN17334Y5_011872-T1, TFCN17334Y5_004347-T1
GF00005798	TFCN17334Y5_009067-T1, TFCN17334Y5_012347-T1
GF00005799	TFCN17334Y5_004925-T1, TFCN17334Y5_003170-T1
GF00005800	TFCN17334Y5_012234-T1, TFCN17334Y5_004294-T1
GF00005801	TFCN17334Y5_012363-T1, TFCN17334Y5_011014-T1
GF00005802	TFCN17334Y5_014652-T1, TFCN17334Y5_005713-T1
GF00005803	TFCN17334Y5_007038-T1, TFCN17334Y5_003806-T1
GF00005804	TFCN17334Y5_002147-T1, TFCN17334Y5_001994-T1
GF00005805	TFCN17334Y5_008118-T1, TFCN17334Y5_003550-T1
GF00005806	TFCN17334Y5_014431-T1, TFCN17334Y5_000138-T1
GF00005807	TFCN17334Y5_006929-T1, TFCN17334Y5_008657-T1
GF00005808	TFCN17334Y5_003589-T1, TFCN17334Y5_006350-T1
GF00005809	TFCN17334Y5_004306-T1, TFCN17334Y5_012983-T1
GF00005810	TFCN17334Y5_007074-T1, TFCN17334Y5_008450-T1
GF00005811	TFCN17334Y5_011210-T1, TFCN17334Y5_011341-T1
GF00005812	TFCN17334Y5_014496-T1, TFCN17334Y5_013952-T1
GF00005813	TFCN17334Y5_012611-T1, TFCN17334Y5_010419-T1
GF00005814	TFCN17334Y5_007075-T1, TFCN17334Y5_008451-T1
GF00005815	TFCN17334Y5_009313-T1, TFCN17334Y5_002728-T1
GF00005816	TFCN17334Y5_000993-T1, TFCN17334Y5_001661-T1
GF00005817	TFCN17334Y5_008987-T1, TFCN17334Y5_000373-T1
GF00005818	TFCN17334Y5_004289-T1, TFCN17334Y5_014611-T1
GF00005819	TFCN17334Y5_003439-T1, TFCN17334Y5_001345-T1
GF00005820	TFCN17334Y5_014045-T1, TFCN17334Y5_012037-T1
GF00005821	TFCN17334Y5_003388-T1, TFCN17334Y5_002891-T1
GF00005822	TFCN17334Y5_004639-T1, TFCN17334Y5_008561-T1
GF00005823	TFCN17334Y5_004398-T1, TFCN17334Y5_011458-T1
GF00005824	TFCN17334Y5_014328-T1, TFCN17334Y5_013993-T1
GF00005825	TFCN17334Y5_001626-T1, TFCN17334Y5_006196-T1
GF00005826	TFCN17334Y5_013178-T1, TFCN17334Y5_007146-T1
GF00005827	TFCN17334Y5_001107-T1, TFCN17334Y5_001777-T1
GF00005828	TFCN17334Y5_006122-T1, TFCN17334Y5_008869-T1
GF00005829	TFCN17334Y5_003829-T1, TFCN17334Y5_007013-T1
GF00005830	TFCN17334Y5_001381-T1, TFCN17334Y5_003402-T1
GF00005831	TFCN17334Y5_008880-T1, TFCN17334Y5_006111-T1
GF00005832	TFCN17334Y5_005726-T1, TFCN17334Y5_004741-T1
GF00005833	TFCN17334Y5_010002-T1, TFCN17334Y5_010374-T1
GF00005834	TFCN17334Y5_006562-T1, TFCN17334Y5_011656-T1
GF00005835	TFCN17334Y5_011886-T1, TFCN17334Y5_004379-T1
GF00005836	TFCN17334Y5_002899-T1, TFCN17334Y5_013599-T1
GF00005837	TFCN17334Y5_011621-T1, TFCN17334Y5_000350-T1
GF00005838	TFCN17334Y5_008518-T1, TFCN17334Y5_004681-T1
GF00005839	TFCN17334Y5_011813-T1, TFCN17334Y5_011857-T1
GF00005840	TFCN17334Y5_011272-T1, TFCN17334Y5_002407-T1
GF00005841	TFCN17334Y5_006355-T1, TFCN17334Y5_003594-T1
GF00005842	TFCN17334Y5_008033-T1, TFCN17334Y5_004051-T1
GF00005843	TFCN17334Y5_014255-T1, TFCN17334Y5_012871-T1
GF00005844	TFCN17334Y5_005846-T1, TFCN17334Y5_002657-T1
GF00005845	TFCN17334Y5_004110-T1, TFCN17334Y5_009574-T1
GF00005846	TFCN17334Y5_003512-T1, TFCN17334Y5_001266-T1
GF00005847	TFCN17334Y5_013323-T1, TFCN17334Y5_004598-T1
GF00005848	TFCN17334Y5_006066-T1, TFCN17334Y5_012641-T1
GF00005849	TFCN17334Y5_011065-T1, TFCN17334Y5_009441-T1
GF00005850	TFCN17334Y5_004783-T1, TFCN17334Y5_005766-T1
GF00005851	TFCN17334Y5_013538-T1, TFCN17334Y5_011002-T1
GF00005852	TFCN17334Y5_001234-T1, TFCN17334Y5_008731-T1
GF00005853	TFCN17334Y5_004346-T1, TFCN17334Y5_011871-T1
GF00005854	TFCN17334Y5_004345-T1, TFCN17334Y5_011870-T1
GF00005855	TFCN17334Y5_012374-T1, TFCN17334Y5_003024-T1
GF00005856	TFCN17334Y5_006030-T1, TFCN17334Y5_012677-T1
GF00005857	TFCN17334Y5_012183-T1, TFCN17334Y5_004180-T1
GF00005858	TFCN17334Y5_003771-T1, TFCN17334Y5_012102-T1
GF00005859	TFCN17334Y5_009899-T1, TFCN17334Y5_013087-T1
GF00005860	TFCN17334Y5_008329-T1, TFCN17334Y5_000954-T1
GF00005861	TFCN17334Y5_012554-T1, TFCN17334Y5_013286-T1
GF00005862	TFCN17334Y5_002155-T1, TFCN17334Y5_002002-T1
GF00005863	TFCN17334Y5_010881-T1, TFCN17334Y5_000079-T1
GF00005864	TFCN17334Y5_004574-T1, TFCN17334Y5_012762-T1
GF00005865	TFCN17334Y5_002284-T1, TFCN17334Y5_000696-T1
GF00005866	TFCN17334Y5_007236-T1, TFCN17334Y5_001463-T1
GF00005867	TFCN17334Y5_011840-T1, TFCN17334Y5_014276-T1
GF00005868	TFCN17334Y5_000725-T1, TFCN17334Y5_002257-T1
GF00005869	TFCN17334Y5_011653-T1, TFCN17334Y5_006565-T1
GF00005870	TFCN17334Y5_010638-T1, TFCN17334Y5_013824-T1
GF00005871	TFCN17334Y5_007081-T1, TFCN17334Y5_013452-T1
GF00005872	TFCN17334Y5_006715-T1, TFCN17334Y5_011407-T1
GF00005873	TFCN17334Y5_005116-T1, TFCN17334Y5_010196-T1
GF00005874	TFCN17334Y5_011124-T1, TFCN17334Y5_005313-T1
GF00005875	TFCN17334Y5_013315-T1, TFCN17334Y5_004607-T1
GF00005876	TFCN17334Y5_006748-T1, TFCN17334Y5_010263-T1
GF00005877	TFCN17334Y5_009466-T1, TFCN17334Y5_009537-T1
GF00005878	TFCN17334Y5_012748-T1, TFCN17334Y5_009665-T1
GF00005879	TFCN17334Y5_004192-T1, TFCN17334Y5_012780-T1
GF00005880	TFCN17334Y5_011594-T1, TFCN17334Y5_003040-T1
GF00005881	TFCN17334Y5_011035-T1, TFCN17334Y5_002476-T1
GF00005882	TFCN17334Y5_002289-T1, TFCN17334Y5_000691-T1
GF00005883	TFCN17334Y5_003852-T1, TFCN17334Y5_006992-T1
GF00005884	TFCN17334Y5_003869-T1, TFCN17334Y5_006977-T1
GF00005885	TFCN17334Y5_014358-T1, TFCN17334Y5_004691-T1
GF00005886	TFCN17334Y5_014138-T1, TFCN17334Y5_010977-T1
GF00005887	TFCN17334Y5_001400-T1, TFCN17334Y5_014216-T1
GF00005888	TFCN17334Y5_005511-T1, TFCN17334Y5_007944-T1
GF00005889	TFCN17334Y5_010025-T1, TFCN17334Y5_010395-T1
GF00005890	TFCN17334Y5_003041-T1, TFCN17334Y5_011593-T1
GF00005891	TFCN17334Y5_000565-T1, TFCN17334Y5_013843-T1
GF00005892	TFCN17334Y5_005395-T1, TFCN17334Y5_011138-T1
GF00005893	TFCN17334Y5_011353-T1, TFCN17334Y5_011199-T1
GF00005894	TFCN17334Y5_014375-T1, TFCN17334Y5_000873-T1
GF00005895	TFCN17334Y5_005399-T1, TFCN17334Y5_011142-T1
GF00005896	TFCN17334Y5_000483-T1, TFCN17334Y5_009057-T1
GF00005897	TFCN17334Y5_005860-T1, TFCN17334Y5_002653-T1
GF00005898	TFCN17334Y5_013186-T1, TFCN17334Y5_005583-T1
GF00005899	TFCN17334Y5_008300-T1, TFCN17334Y5_000926-T1
GF00005900	TFCN17334Y5_007546-T1, TFCN17334Y5_000730-T1
GF00005901	TFCN17334Y5_011550-T1, TFCN17334Y5_013353-T1
GF00005902	TFCN17334Y5_003822-T1, TFCN17334Y5_007021-T1
GF00005903	TFCN17334Y5_007585-T1, TFCN17334Y5_006873-T1
GF00005904	TFCN17334Y5_013075-T1, TFCN17334Y5_006542-T1
GF00005905	TFCN17334Y5_005889-T1, TFCN17334Y5_002625-T1
GF00005906	TFCN17334Y5_010674-T1, TFCN17334Y5_010464-T1
GF00005907	TFCN17334Y5_008501-T1, TFCN17334Y5_008583-T1
GF00005908	TFCN17334Y5_006481-T1, TFCN17334Y5_013623-T1
GF00005909	TFCN17334Y5_013840-T1, TFCN17334Y5_000567-T1
GF00005910	TFCN17334Y5_001735-T1, TFCN17334Y5_001067-T1
GF00005911	TFCN17334Y5_014344-T1, TFCN17334Y5_009655-T1
GF00005912	TFCN17334Y5_003300-T1, TFCN17334Y5_002802-T1
GF00005913	TFCN17334Y5_011699-T1, TFCN17334Y5_003966-T1
GF00005914	TFCN17334Y5_010325-T1, TFCN17334Y5_003675-T1
GF00005915	TFCN17334Y5_011745-T1, TFCN17334Y5_006848-T1
GF00005916	TFCN17334Y5_000640-T1, TFCN17334Y5_000275-T1
GF00005917	TFCN17334Y5_013605-T1, TFCN17334Y5_012723-T1
GF00005918	TFCN17334Y5_005403-T1, TFCN17334Y5_006285-T1
GF00005919	TFCN17334Y5_007827-T1, TFCN17334Y5_007633-T1
GF00005920	TFCN17334Y5_002275-T1, TFCN17334Y5_000705-T1
GF00005921	TFCN17334Y5_011756-T1, TFCN17334Y5_002318-T1
GF00005922	TFCN17334Y5_004907-T1, TFCN17334Y5_003186-T1
GF00005923	TFCN17334Y5_004281-T1, TFCN17334Y5_012223-T1
GF00005924	TFCN17334Y5_001728-T1, TFCN17334Y5_001059-T1
GF00005925	TFCN17334Y5_008858-T1, TFCN17334Y5_009195-T1
GF00005926	TFCN17334Y5_001039-T1, TFCN17334Y5_001708-T1
GF00005927	TFCN17334Y5_001674-T1, TFCN17334Y5_001005-T1
GF00005928	TFCN17334Y5_012995-T1, TFCN17334Y5_008411-T1
GF00005929	TFCN17334Y5_000113-T1, TFCN17334Y5_004481-T1
GF00005930	TFCN17334Y5_014597-T1, TFCN17334Y5_014594-T1
GF00005931	TFCN17334Y5_003146-T1, TFCN17334Y5_005606-T1
GF00005932	TFCN17334Y5_005024-T1, TFCN17334Y5_005246-T1
GF00005933	TFCN17334Y5_003988-T1, TFCN17334Y5_011675-T1
GF00005934	TFCN17334Y5_000047-T1, TFCN17334Y5_010913-T1
GF00005935	TFCN17334Y5_003213-T1, TFCN17334Y5_004881-T1
GF00005936	TFCN17334Y5_011262-T1, TFCN17334Y5_002368-T1
GF00005937	TFCN17334Y5_005514-T1, TFCN17334Y5_007947-T1
GF00005938	TFCN17334Y5_008611-T1, TFCN17334Y5_008473-T1
GF00005939	TFCN17334Y5_009703-T1, TFCN17334Y5_006497-T1
GF00005940	TFCN17334Y5_004352-T1, TFCN17334Y5_011876-T1
GF00005941	TFCN17334Y5_014467-T1, TFCN17334Y5_004706-T1
GF00005942	TFCN17334Y5_011910-T1, TFCN17334Y5_011467-T1
GF00005943	TFCN17334Y5_001997-T1, TFCN17334Y5_002150-T1
GF00005944	TFCN17334Y5_013794-T1, TFCN17334Y5_002457-T1
GF00005945	TFCN17334Y5_001623-T1, TFCN17334Y5_006195-T1
GF00005946	TFCN17334Y5_013254-T1, TFCN17334Y5_009458-T1
GF00005947	TFCN17334Y5_013294-T1, TFCN17334Y5_014361-T1
GF00005948	TFCN17334Y5_014243-T1, TFCN17334Y5_009494-T1
GF00005949	TFCN17334Y5_005360-T1, TFCN17334Y5_007894-T1
GF00005950	TFCN17334Y5_007462-T1, TFCN17334Y5_000819-T1
GF00005951	TFCN17334Y5_003132-T1, TFCN17334Y5_005619-T1
GF00005952	TFCN17334Y5_013074-T1, TFCN17334Y5_006541-T1
GF00005953	TFCN17334Y5_003124-T1, TFCN17334Y5_005639-T1
GF00005954	TFCN17334Y5_000788-T1, TFCN17334Y5_007491-T1
GF00005955	TFCN17334Y5_011705-T1, TFCN17334Y5_003962-T1
GF00005956	TFCN17334Y5_002334-T1, TFCN17334Y5_011772-T1
GF00005957	TFCN17334Y5_011930-T1, TFCN17334Y5_009533-T1
GF00005958	TFCN17334Y5_005743-T1, TFCN17334Y5_004761-T1
GF00005959	TFCN17334Y5_001686-T1, TFCN17334Y5_001016-T1
GF00005960	TFCN17334Y5_006361-T1, TFCN17334Y5_003600-T1
GF00005961	TFCN17334Y5_005339-T1, TFCN17334Y5_011101-T1
GF00005962	TFCN17334Y5_001108-T1, TFCN17334Y5_001779-T1
GF00005963	TFCN17334Y5_013044-T1, TFCN17334Y5_006585-T1
GF00005964	TFCN17334Y5_005460-T1, TFCN17334Y5_013496-T1
GF00005965	TFCN17334Y5_006223-T1, TFCN17334Y5_001651-T1
GF00005966	TFCN17334Y5_000145-T1, TFCN17334Y5_014438-T1
GF00005967	TFCN17334Y5_000999-T1, TFCN17334Y5_001668-T1
GF00005968	TFCN17334Y5_008282-T1, TFCN17334Y5_000906-T1
GF00005969	TFCN17334Y5_012287-T1, TFCN17334Y5_009638-T1
GF00005970	TFCN17334Y5_007799-T1, TFCN17334Y5_007661-T1
GF00005971	TFCN17334Y5_007082-T1, TFCN17334Y5_013454-T1
GF00005972	TFCN17334Y5_005075-T1, TFCN17334Y5_012307-T1
GF00005973	TFCN17334Y5_006112-T1, TFCN17334Y5_008879-T1
GF00005974	TFCN17334Y5_006900-T1, TFCN17334Y5_007560-T1
GF00005975	TFCN17334Y5_013522-T1, TFCN17334Y5_013815-T1
GF00005976	TFCN17334Y5_001901-T1, TFCN17334Y5_001220-T1
GF00005977	TFCN17334Y5_003222-T1
GF00005978	TFCN17334Y5_014621-T1
GF00005979	TFCN17334Y5_003549-T1
GF00005980	TFCN17334Y5_014342-T1
GF00005981	TFCN17334Y5_002559-T1
GF00005982	TFCN17334Y5_008055-T1
GF00005983	TFCN17334Y5_006416-T1
GF00005984	TFCN17334Y5_003722-T1
GF00005985	TFCN17334Y5_014568-T1
GF00005986	TFCN17334Y5_002566-T1
GF00005987	TFCN17334Y5_000665-T1
GF00005988	TFCN17334Y5_008833-T1
